b25,b30,b33,b59,b62,b70,b97,b99,b127,b136,b138,b139,TS
775.8787783,1031.65485,1057.402437,1578.012818,1641.98639,1802.656749,2262.324102,2292.180567,2699.648046,2735.817218,2617.433455,2647.26634,3.475
738.4298148,960.74094,987.0307011,1472.160627,1535.415256,1708.687767,2239.374743,2259.483463,2780.011078,2905.231366,2814.352746,2850.527299,3.275
1122.119238,1417.262964,1458.556338,2180.010083,2265.9992,2458.493438,2856.306178,2868.065941,3103.091709,3114.479994,2989.28057,3020.321863,11.2
820.0340244,1097.100649,1110.659915,1665.464156,1694.154613,1873.523975,2327.554835,2334.243709,2776.383288,2872.278525,2789.407659,2819.68935,1.625
724.6627721,962.3903649,1009.888764,1486.616037,1554.230954,1740.551536,2291.349072,2302.119238,2803.56194,2846.18758,2767.980794,2812.120359,2.25
1579.238474,1928.768669,1970.92013,2688.086851,2773.690747,2896.470292,3124.764935,3123.598377,3200.043669,3189.988799,3024.358766,3056.193831,6.45
833.3961268,1102.901729,1131.713348,1758.074104,1830.519526,2010.205506,2573.37564,2575.960147,3009.832746,3129.755922,3048.838988,3072.164373,2.125
1995.073784,2262.126921,2270.557458,3004.784091,3066.598111,3207.87596,3280.117157,3308.940301,3404.505922,3385.421255,3265.369398,3280.346351,7.575
818.2900974,1081.921266,1126.091558,1708.833766,1772.899513,1925.065909,2497.606169,2539.776299,2926.39026,3054.013799,2935.3125,2951.074675,3.0
710.7227913,960.8122599,978.2525608,1476.383643,1532.099872,1714.184699,2262.278649,2292.427977,2871.746799,2991.322823,2879.366677,2908.128041,4.825
661.7939547,892.096376,909.5833201,1422.141795,1511.932901,1722.670517,2336.44833,2360.51179,2899.80978,3002.237379,2862.081817,2891.026745,4.35
763.8639025,1009.970565,1035.210476,1570.873081,1629.887957,1814.661655,2344.667827,2371.395157,2918.314607,3072.258427,2969.056971,2971.305903,2.15
1148.046526,1449.362716,1489.107612,2118.273303,2191.388353,2375.575566,2819.417629,2840.067574,3163.605317,3222.856306,3168.66213,3220.807406,8.125
628.1598912,848.3353073,849.831306,1300.237996,1368.831626,1547.683099,2095.569462,2120.570262,2655.485755,2847.419814,2722.170294,2735.953265,1.475
1376.152049,1720.854033,1737.915173,2475.53089,2542.835307,2649.995519,2915.767286,2911.462708,2986.085147,2974.791293,2860.380762,2874.273848,8.375
666.4396607,923.3927657,940.2824904,1470.106434,1508.974872,1713.113636,2290.369398,2298.760243,2874.691581,3010.513124,2914.223111,2955.558259,1.325
