variant,run,train_r2,train_rmse,train_mae,test_r2,test_rmse,test_mae,n_selected,elapsed_sec
MSHHO_I3,5,0.4445709493652562,2.188508364682515,1.7915717932639492,0.329256116881953,2.5738024382737477,1.8468993892918408,1,4.49727201461792
MSHHO_I3,6,0.44112088082568035,2.195294843588798,1.7904523577530198,0.3313154571939336,2.5698483137385693,1.8702024529722254,1,5.04604697227478
MSHHO_I3,7,0.3843389479131788,2.3041182057375087,1.8735711461707691,0.2652131179632782,2.69387565028446,1.9667850394932762,1,4.055866003036499
MSHHO_I3,8,0.4500411104116425,2.177704901443807,1.785047169880656,0.31892807521490274,2.5935423060645304,1.8944272518852519,1,4.0994508266448975
MSHHO_I3,9,0.44823506838872784,2.181277716573466,1.7865111574439154,0.3234666369304925,2.58488637196409,1.8886529736143318,1,5.031908988952637
MSHHO_I3,10,0.4445709493652562,2.188508364682515,1.7915717932639492,0.329256116881953,2.5738024382737477,1.8468993892918408,1,4.930542707443237
MSHHO_I3,11,0.4595979727780827,2.1587005400018966,1.8005704986642004,0.3294333744615112,2.573462326237199,1.8653328248940921,5,6.717231035232544
MSHHO_I3,12,0.36785004772172936,2.3347692786434417,1.873984142994484,0.26259791648056596,2.6986653181164004,1.9540835395845784,1,4.452208995819092
MSHHO_I3,13,0.44546579318948953,2.1867447167377443,1.796421599806021,0.33247131754156056,2.567626286529154,1.8359450312726102,1,4.888623237609863
MSHHO_I3,14,0.4460846193384904,2.185524239684884,1.7957111492285585,0.3283412173024831,2.575557182814607,1.831459912670882,1,4.308876991271973
MSHHO_I3,15,0.44546579318948953,2.1867447167377443,1.796421599806021,0.33247131754156056,2.567626286529154,1.8359450312726102,1,4.074299097061157
MSHHO_I3,16,0.4445709493652562,2.188508364682515,1.7915717932639492,0.329256116881953,2.5738024382737477,1.8468993892918408,1,4.130559921264648
MSHHO_I3,17,0.6841754263358781,1.6502771054429068,1.2820365204475803,0.16475673835270466,2.8721250042343933,2.099200022476109,9,5.940838098526001
MSHHO_I3,18,0.40985399844558956,2.2558678242477277,1.829274047532204,0.262929970841728,2.6980576411715713,1.9142480192910942,1,3.964008092880249
MSHHO_I3,19,0.4445851029096235,2.1884804805202327,1.7906206159817162,0.32889016225917134,2.574504469619709,1.8874431343513236,1,4.0667431354522705
MSHHO_I3,20,0.3984250034287331,2.277607079319535,1.8326211449064504,0.2891504041459416,2.6496329018358624,1.894687702959419,1,3.7412469387054443
